event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣೂರ್ ಬಾಗಲೂರು ಮೇನ್ ರೋಡ್ ವೈಟ್ ಟೈಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ಕೆ ನಾರಾಯಣಪುರದಿಂದ ಗೆದ್ದಲಳ್ಳಿ ಮುಖ್ಯರಸ್ತೆವರೆಗೆ ವೈಟ್ ಟ್ಯಾಪಿಂಗ್ ಕಾಮಗಾರಿ ಸರ್,False,Low,13.0520864,77.6458472,"Hennur Main Road, Basavanna Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Saturday
unplanned,procession,"ನಮಸ್ತೆ ಸರ್ ಥಣಿಸಂದ್ರ ಮೇನ್ ರೋಡ್ , ನಾಗವಾರ ಟುವರ್ಡ್ ತಂಸಂದ್ರ ಅಪೋಸಿತ ಟು ನಾಗವಾರ ಅಪೋಸಿಟ್ ರೋಡ್ ಪ್ರೊಸಿಜರ್ ಹೋಗ್ತಾ ಇದೆ ಒಂದು ಹಿಂದೂ ಮಹಾ ಸಮಾವೇ ತನಿಸಂದ್ರ ಟು ಹವರ್ಸ್ ನಾಗವಾರ ರೋಡ್ ಕ್ಲೋಸ್ ಶದು",False,High,13.0475005,77.628707,"Thanisandra Main Road, Kempanna Layout, Ashwath Nagar, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Monday
unplanned,construction,[LOCATION] work is going on that's why traffic slow moving [PERSON] police station towards kadubeesanahalli,False,High,12.9468698,77.6988692,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Monday
unplanned,procession,,False,Low,12.9424775,77.7470829,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,True,Wednesday
planned,procession,[PERSON] jatr Harluru Road,True,Low,12.9016722,77.6605921,"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",Non-corridor,South Zone 2,Bellandur,False,Monday
unplanned,construction,ನಮಸ್ತೆ ಸರ್. ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮೇನ್ ರೋಡ್ ಬಿ ಡಬ್ಲ್ಯೂ ಎಸ್ ಎಸ್ ಬಿ ವರ್ಕ್ ಮಾಡಿರುವುದರಿಂದ ನಮಸ್ತೆ ಸರ್,False,High,13.0393963,77.6417466,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Tuesday
planned,public_event,public event,False,Low,13.09944256,77.6981959,"D Group Employees Layout, Yarappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 562149, India",Non-corridor,,K.R. Pura,False,Tuesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ವೈಟ್ ಟ್ಯಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮೇನ್ ರೋಡ್ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟು ಸೋರುತ್ತದೆ,False,Low,13.0572585,77.6484155,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Tuesday
planned,protest,Airport taxi drivers protest begur galamma circle to towards airport so trffic slow moment,False,Low,13.184446,77.6797199,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",Non-corridor,,Chikkajala,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694366,77.7006513,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9696116,77.7009772,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,ಕೆಂಪಾಪುರ ಏರ್ಪೋರ್ಟ್ ಕಡೆಗೆ ಎನ್ ಎಚ್ ಐ ರವರು ಬ್ಯಾರಿಕೆಟ್ ಹಾಕುತ್ತಿದ್ದಾರೆ ಸರ್,False,High,13.0511128,77.5930445,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Kodigehalli,False,Thursday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694104,77.7006492,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694271,77.7006105,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
planned,construction,Slow moving traffic from IIMB towards [PERSON] due to bwssb work.,False,High,12.8973337,77.599845,"Bannerghatta Main Road, IIM Professors Quarters, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",Bannerghata Road,South Zone 2,J.P. Nagar,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9695647,77.7006957,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9695046,77.7005611,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,public_event,Birthday day of local leader,False,Low,12.9180359,77.5467202,"Sri Sathyanarayana Swamy Temple Road, Kakathiyanagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560061 (India)",Non-corridor,West Zone 1,K.S. Layout,False,Friday
planned,construction,[PERSON] cross to [LOCATION] sir,False,Low,13.0260297,77.5803894,"4th Cross Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,West Zone 2,Sadashivanagar,False,Friday
planned,public_event,10 ದೇವರುಗಳ ಮೆರವಣೆಗೆ,False,High,12.988794,77.4938951,"1st Main Road, Ramaiah Industrial Estate, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,West Zone 1,Kamakshipalya,False,Saturday
unplanned,construction,[PHONE],False,Low,12.8010411,77.7121231,"TCP Layout Main Road, Terracon Doctors Enclave, Chandapura, Bengaluru, Karnataka. Pin-560081 (India)",Non-corridor,West Zone 1,No Police Station,False,Saturday
unplanned,construction,[PHONE],False,Low,12.8015592,77.7121308,"Hosur Road, Old Chandapura, Chandapura, Bengaluru, Karnataka. Pin-560081 (India)",Non-corridor,West Zone 1,No Police Station,False,Saturday
planned,public_event,[PERSON] Festival,True,Low,12.85849674,77.70843889,"Muthanalluru Road, Huskur, Huskuru, Gattahalli, Anekal, Bengaluru Urban, Karnataka, 560099, India",Non-corridor,,Electronic City,False,Thursday
planned,construction,[LOCATION] road working sir,True,Low,13.0728062,77.6022497,"KV Jairam Road, BGS Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 1,Hebbala,False,Saturday
planned,public_event,Town festival in [LOCATION] town some streets traffic is diverted sir so traffic heavy moving towards hsbc junction from [LOCATION] junction sir,True,Low,12.8983117,77.6055099,"4th Cross Road, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",Non-corridor,South Zone 2,Mico Layout,False,Tuesday
planned,construction,[LOCATION] sanitary work in progress sir not a traffic issue sir,False,Low,12.8819199,77.5504489,"Anjanapura Main Road, Kristal Dolomite, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)",Non-corridor,South Zone 1,Thalagattapura,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9695891,77.7006312,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9693211,77.7012017,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Saturday
planned,construction,White tapping work is going on sir,True,Low,13.0493257,77.645601,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Wednesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣರು ಬಾಗ್ಲುರ್ ಮೈನ್ ರೋಡ್ ವೈಟ್ ಟ್ಯಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೊವೆಂಟ್ ಇದೆ ಸರ್ ರಾಪಿಗೆ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಸರ್ ಸರ್,False,Low,13.0741677,77.6516608,"Hennur Main Road, True North by Livingwalls, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Monday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation piller work,False,High,12.9696589,77.7006699,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694684,77.7006456,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,procession,Ayyappaswamy procession magadi main road sir,False,High,12.989998,77.5031421,"3rd Cross Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,West Zone 1,Kamakshipalya,False,Sunday
unplanned,construction,[LOCATION] white taping work Sir traffic mument slow ede sir,False,Low,13.0904756,77.60245,"Jakkur Main Road, Venkat Wings Royal, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Yelahanka,False,Saturday
planned,construction,Footpath work [LOCATION] to [LOCATION] traffic movement slow only pikhour movement sir,False,Low,13.026383,77.5803894,"Dr Rajgopal Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,North Zone 2,Kodigehalli,False,Tuesday
planned,construction,[LOCATION] work going on Uttarahalli main road,False,Low,12.9093833,77.5496433,"Subramanyapura Main Road, Canara Bank Colony, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",Non-corridor,South Zone 1,K.S. Layout,False,Saturday
planned,public_event,"Towards rajakumar road, 19th main right 1st block junction sri krishna rata yatre",False,High,13.013618,77.5542469,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",West of Chord Road,West Zone 2,Malleshwaram,False,Monday
planned,procession,ದೇವರ ಉತ್ಸಾಹ,False,High,12.9853508,77.5272773,"G Narayana Kumar Road, Kamakshipalya Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,West Zone 1,Kamakshipalya,False,Monday
unplanned,construction,BWSSB work at [LOCATION] hebbal circle to bhadrapp layout,False,High,13.0451205,77.5816009,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Tuesday
planned,public_event,Anjineya swamy ಬ್ರಹ್ಮರಥೋತ್ಸವ,True,Low,12.9899462,77.4871512,"4th A Cross Road, Tunga Nagar South, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",Non-corridor,West Zone 1,Kamakshipalya,False,Sunday
planned,public_event,ಅಂಜನೇಯ ಸ್ವಾಮಿಯ ಬ್ರಹ್ಮರಥೋತ್ಸವ,True,Low,12.990028,77.4871935,"4th A Cross Road, Tunga Nagar South, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",Non-corridor,West Zone 1,Kamakshipalya,False,Sunday
planned,vip_movement,Vip Movement,False,Low,13.07936896,77.67621801,"Nadagowda Gollahalli, Gollahalli, Bangalore East, Bengaluru Urban, Karnataka, 562149, India",Non-corridor,North Zone 1,Hennuru,False,Tuesday
planned,construction,Tumkur higway near to nice road  work going on sir,False,Low,13.0571787,77.4734718,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,West Zone 1,No Police Station,False,Monday
planned,construction,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,False,High,12.9693962,77.7007254,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
unplanned,procession,Near gkvk back gate procession,False,Low,13.0959077,77.5615672,"Yelahanka Road, Elegant Takt, Ramana Garden, Doddabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",Non-corridor,North Zone 2,Yelahanka,False,Sunday
planned,construction,[PERSON] main road traffic moment slow only pikhour time sir,False,Low,13.0366434,77.5746848,"Dr Rajgopal Road, Amar Jyothi Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,North Zone 2,Kodigehalli,False,Thursday
planned,construction,[LOCATION] work in progress infront of vishaal maart so traffic moving slowly from hsbc junction to [LOCATION] junction sir,False,High,12.8973454,77.5999179,"Bannerghatta Main Road, IIM Professors Quarters, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",Bannerghata Road,South Zone 2,J.P. Nagar,False,Thursday
unplanned,procession,procession,False,Low,13.1043655,77.606441,"Kogilu Main Road, Sobha Palm Court, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Yelahanka,False,Monday
planned,procession,Hindu samajostava procession bagaluru cross towards reva collage junction sir. Traffic movement is slow sir,True,Low,13.1215483,77.6207367,"Bagaluru Main Road, Columbus Square, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Non-corridor,North Zone 2,Yelahanka,False,Monday
planned,procession,Hindu Samajothsava proccession from [LOCATION] main road to Swamy [PERSON] ground btm 2nd stage.,False,Low,12.930218,77.6085546,"1st Cross Road, AK Colony, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Monday
planned,construction,Railway  underpass  underpass work progress sir,False,High,13.0470033,77.5673414,"10th Cross Road, Lottegollahalli Subramanya Colony, Block 4, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Sunday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9696624,77.7005323,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
unplanned,construction,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣೂರ್ ಬಾಗ್ಲೂರ್ ಮೇನ್ ರೋಡ್ ವೈಟ್ ಟ್ಯಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇರುತ್ತದೆ ಸರ್ ಕ್ಲಿಯರ್ ಮಾಡುತಿದ್ದೇವೆ ಸರ್ ಟ್ರಾಫಿಕ್ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಕ್ಲಿಯರ್ ಮಾಡ್ತಿದ್ದೇವೆ ಸರ್ ನಮಸ್ಕಾರ ಸರ್,False,Low,13.073843,77.6515753,"Hennur Main Road, Elegant Altis, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,North Zone 1,Hennuru,False,Tuesday
planned,public_event,[PERSON],True,Low,12.99037089,77.4873556,"Herohalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",Non-corridor,West Zone 1,Kamakshipalya,False,Tuesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.969397,77.7006524,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
planned,public_event,Benniganahalli o.m.road,True,High,12.9939167,77.6630384,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",ORR North 1,Central Zone 1,Banaswadi,False,Friday
unplanned,construction,ಸಾರ್ ನಮಸ್ತೆ ವಡ್ರಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ bwssb  ವರ್ಕ್ ಮಾಡುತ್ತಿದ್ದು ಸಂಚಾರ ನಿದಾನಗತ್ತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,False,High,13.0393834,77.6414713,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,North Zone 1,Hennuru,False,Monday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.969499,77.7006104,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
unplanned,procession,ಸಂಕ್ರಾಂತಿ ಪ್ರಯುಕ್ತ  ಮೆರವಣಿಗೆ,False,High,12.9864648,77.489907,"Magadi Main Road, Ganesh Farm, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,West Zone 1,Kamakshipalya,False,Thursday
unplanned,construction,ಸರ್ ನಮಸ್ತೆ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವೈಟ್ ಟೋಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವರಿಂದ ಬಾಗಲೂರು ಕಡೆ ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,False,Low,13.0554898,77.6467757,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Thursday
planned,construction,White tapping work is in progress at Hennur bagalur main road sir,True,Low,13.0556221,77.6471416,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Thursday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9693762,77.7012364,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,[LOCATION] sir k narayanapura hattira White topping work nadiyuttiruvudrinda vehicle movement slow ide ide sir [PERSON],False,Low,13.0547666,77.6465688,"Hennur Main Road, Chowriappa Constellation, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Saturday
planned,construction,BWSSB work at [LOCATION] NEAR  bhadrapp layout sir,False,High,13.0446193,77.5828983,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Wednesday
planned,public_event,Singer [PERSON] chouhan concert terra form near stone hills juction chapparakallu road  slow moving traffic,False,Low,13.160686,77.5955777,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",Non-corridor,,Chikkajala,False,Sunday
planned,public_event,Terra form singer  [PERSON] concert.                     Chapparakallu road  stone hills international school junction slow moving traffic,False,Low,13.1607775,77.5956523,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",Non-corridor,,Chikkajala,False,Sunday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9695686,77.7006655,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Friday
planned,public_event,Singer [PERSON] chouhan concert terra form near stone hills juction chapparakallu road  slow moving traffic,False,Low,13.160686,77.5955777,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",Non-corridor,,Chikkajala,False,Sunday
planned,construction,Central Government railway underpass work progress sir,False,High,13.0468481,77.5672233,"Outer Ring Road, Lottegollahalli Subramanya Colony, Block 4, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",ORR North 2,North Zone 1,Kodigehalli,False,Tuesday
unplanned,procession,[LOCATION] hospital to kogilu amun road [PERSON] sir traffic mument slow sir,False,Low,13.1027667,77.627415,"Kogilu Main Road, Ponnappa Layout, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Hennuru,False,Monday
unplanned,procession,Kogilu main road to kogilu village vehicle mument slow [PERSON],False,Low,13.1032152,77.6253189,"Kogilu Main Road, Ponnappa Layout, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,North Zone 2,Yelahanka,False,Monday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9694511,77.7006392,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Tuesday
planned,public_event,Due to Sunday market traffic slow movement sir.,False,Low,12.9381563,77.746941,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,Whitefield,False,Monday
planned,construction,[LOCATION] work Nagavarapalya circle too words om road benniganahalli,True,Low,12.9896763,77.6638225,"Kaggadaspura Main Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Wednesday
planned,construction,Median repair,False,High,13.0317617,77.5873317,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 2,Kodigehalli,False,Friday
planned,construction,BWSSB WORK,True,Low,12.9896747,77.6638512,"Kaggadaspura Main Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Wednesday
unplanned,construction,Centre median removing,True,High,12.99062449,77.62158479,"Lat: 12.990624, Lng: 77.621585",Bellary Road 1,North Zone 1,Hebbala,False,Wednesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9695397,77.700574,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Monday
unplanned,construction,dmeo,False,Low,13.1089822,77.30873108,"Honnarayanahalli, Kuppemala, Magadi taluku, Bengaluru South, Karnataka, 562127, India",Non-corridor,West Zone 1,No Police Station,False,Wednesday
unplanned,construction,demo,False,Low,13.05680055,77.60272943,"8th Cross Road, Buvaneswari Nagara, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India",Non-corridor,North Zone 1,Hebbala,False,Tuesday
planned,construction,[LOCATION] work progress to digging road for the pipeline work near [LOCATION] towards [LOCATION] from horamavu agara,True,High,13.0395979,77.6418066,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,East Zone 2,Hennuru,False,Wednesday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,False,High,12.9695233,77.7005979,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Wednesday
unplanned,construction,Footpath is under construction traffic is moving slow sir [PERSON] to [PERSON] on 29th main road,False,Low,12.9053195,77.6096809,"29th Main Road, Tallam Sudha Residency, NS Palya, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Non-corridor,South Zone 2,Mico Layout,False,Thursday
planned,construction,BWSSB near CMA grand,False,Low,13.0245468,77.6196009,"Vinoba Nagar Main Road, Muniswamappa Layout, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",Non-corridor,North Zone 1,K.G. Halli,False,Thursday
planned,construction,BWSSB WORK,True,Low,12.9895377,77.6638443,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Non-corridor,Central Zone 1,Banaswadi,False,Thursday
unplanned,construction,White tapping,False,Low,13.0529083,77.646015,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",Non-corridor,East Zone 2,Hennuru,False,Thursday
planned,construction,demo,False,Low,12.90769949,77.65681744,"Iblur Military Area, 7th Cross Road, Sector 1, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",Non-corridor,South Zone 2,Bellandur,False,Friday
